Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
Round Robin,2034215657,"""6917529904811160280""",,Legendary,Hand Cannon,neomuna,KineticSlot,Strand,1800,,Stability,1,Vault,true,false,6,20,,100,58,92,56,14,0,0,31,120,2,11,19,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,Aggressive Frame*,Chambered Compensator*,Full Bore,Extended Mag*,Ricochet Rounds,Killing Wind*,Hatchling*,Nanotech Tracer Rockets*,Kill Tracker,Tier 1: Stability*,,,,,
Positive Outlook,491078457,"""6917529905918710783""",,Legendary,Auto Rifle,strikes,Energy,Void,1800,,Handling,10,Vault,true,false,6,21,,81,26,29,84,16,0,0,42,450,43,33,56,0,0,0,0,0,0,0,0,0,10,false,0,0,omolon,,,Precision Frame*,Hammer-Forged Rifling*,Accurized Rounds*,Surplus*,Repulsor Brace*,Vanguard's Vindication*,Omolon Fluid Dynamics,Kill Tracker,Counterbalance Stock*,Masterworked: Handling*,,,,,
Combined Action,1331824604,"""6917529905956823386""",,Legendary,Hand Cannon,legendaryengram,Energy,Arc,1800,,Stability,10,Vault,true,false,6,21,,94,61,92,64,14,0,0,41,120,32,8,18,0,0,0,0,0,0,0,0,0,38,false,0,12,field-forged,,,Aggressive Frame*,Full Bore*,Steady Rounds*,Eddy Current*,Voltshot*,Field-Tested*,Kill Tracker,Icarus Grip*,Masterworked: Stability*,,,,,,
Half-Truths,3257091166,"""6917529907019383879""",,Legendary,Sword,30th,Power,Arc,1800,,,,Vault,true,false,4,15,,0,0,61,0,0,0,0,0,0,0,63,0,0,0,0,20,0,0,90,40,0,0,true,16,441,,Epsilon,,Adaptive Frame*,Tempered Edge*,Enduring Guard*,Unrelenting*,Assassin's Blade*,Hot Swap*,Kill Tracker,Empty Memento Socket*,,,,,,,
No Survivors,3262192268,"""6917529909377979797""",,Legendary,Submachine Gun,dungeon,Energy,Solar,1810,,Handling,1,Vault,true,false,6,21,,100,38,22,54,14,0,0,17,720,6,30,48,0,0,0,0,0,0,0,0,0,39,false,0,0,,,,Aggressive Frame*,Extended Barrel*,Polygonal Rifling,Extended Mag*,Ricochet Rounds,Demolitionist*,Adrenaline Junkie*,Restoration Ritual*,Kill Tracker,Tier 1: Handling*,,,,,
Phyllotactic Spiral,3635821806,"""6917529912694015064""",,Legendary,Pulse Rifle,campaign,Energy,Arc,1800,,,,Vault,false,false,6,20,,90,31,33,68,18,0,0,44,340,32,34,16,0,0,0,0,0,0,0,0,0,16,true,10,432,,,,High-Impact Frame*,Extended Barrel*,Appended Mag*,Under-Over*,Harmony*,Nanotech Tracer Rockets*,Kill Tracker,Empty Memento Socket*,,,,,,,
Crowning Duologue,3256453690,"""6917529925038674159""",,Legendary,Rocket Launcher,events,Power,Strand,1800,,Reload Speed,4,Vault,false,false,6,21,Solstice,65,59,0,0,20,40,51,54,15,43,1,40,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Precision Frame*,Confined Launch*,Hard Launch,High-Velocity Rounds*,Impact Casing,Demolitionist*,Cluster Bomb*,Dream Work*,Kill Tracker,Tier 4: Reload Speed*,,,,,
Loaded Question,3125454907,"""6917529925701616335""",,Legendary,Fusion Rifle,nightfall,Energy,Arc,1810,,Stability,2,Vault,false,false,6,21,,87,66,95,52,15,0,0,37,0,0,8,20,960,0,0,0,0,0,0,0,0,4,false,0,0,,,,High-Impact Frame*,Chambered Compensator*,Fluted Barrel,Ionized Battery*,Projection Fuse,Auto-Loading Holster*,Reservoir Burst*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Tier 2: Stability*,,,,
Cold Comfort,839786290,"""6917529928557602970""",,Legendary,Rocket Launcher,dungeon,Power,Stasis,1810,,Velocity,4,Vault,false,false,6,21,,100,39,0,0,20,20,83,38,25,72,1,33,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Aggressive Frame*,Countermass*,Hard Launch,High-Velocity Rounds*,Impact Casing,Tracking Module*,Chill Clip*,Restoration Ritual*,Kill Tracker,Tier 4: Velocity*,,,,,
New Pacific Epitaph,1125217994,"""6917529928593657925""",,Legendary,Grenade Launcher,dungeon,KineticSlot,Stasis,1800,,Reload Speed,2,Vault,false,false,6,21,,70,76,0,0,13,100,78,26,72,83,1,66,0,0,0,0,0,0,0,0,0,4,false,0,0,,,,Wave Frame*,Volatile Launch*,Linear Compensator,High-Velocity Rounds*,Implosion Rounds,Unrelenting*,Adrenaline Junkie*,Restoration Ritual*,Kill Tracker,Boss Spec*,Tier 2: Reload Speed*,,,,
Last Rite,542573208,"""6917529928767199805""",,Legendary,Scout Rifle,crucible,KineticSlot,Kinetic,1810,,Handling,10,Titan(1821),false,true,6,21,,78,51,100,70,18,0,0,27,120,51,14,53,0,0,0,0,0,0,0,0,0,13,false,0,15,,,,Aggressive Frame*,Full Bore*,Ricochet Rounds*,Keep Away,Reconstruction*,Opening Shot*,Focused Fury,Kill Tracker,Tex Balanced Stock*,Vanguard's Vindication,One Quiet Moment,Gun and Run,Masterworked: Handling*,,
Ex Diris,3821409356,"""6917529928845061382""",,Exotic,Grenade Launcher,seasonpass,Energy,Arc,1810,,,,Vault,false,false,6,22,,58,71,0,0,13,22,10,36,90,69,1,59,0,0,0,0,0,0,0,0,0,4,false,0,13,,,,Corrupted Nucleosynthesis*,Volatile Launch*,Nucleosynthetic Magazine*,Loyal Moths*,Hand-Laid Stock*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,
Monte Carlo,4068264807,"""6917529929235537991""",,Exotic,Auto Rifle,,KineticSlot,Kinetic,1810,,,,Warlock(1823),false,false,3,8,,80,50,21,50,15,0,0,65,600,79,43,80,0,0,0,0,0,0,0,0,0,29,false,0,203,,"Alpha, Beta, Void, Delta, Vanguard, Void, Dungeon, Dungeon",,Monte Carlo Method*,Fluted Barrel*,High-Caliber Rounds*,Markov Chain*,Composite Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,
Until Its Return,2883484461,"""6917529929421852671""",,Legendary,Shotgun,sonar,KineticSlot,Strand,1800,,Range,10,Vault,false,false,6,21,,70,67,65,53,12,0,0,32,140,61,8,36,0,0,0,0,0,0,0,0,0,3,true,16,646,,,,Rapid-Fire Frame*,Smoothbore*,Appended Mag*,Overflow*,Trench Barrel*,Kill Tracker,Unsated Hunger*,Empty Memento Socket*,Boss Spec*,,,,,,
Thin Precipice,4066778670,"""6917529929421853104""",,Legendary,Sword,sonar,Power,Strand,1800,,Impact,10,Titan(1821),false,false,6,21,,0,0,64,0,0,0,0,0,0,0,60,0,0,0,0,20,40,0,60,40,0,0,true,19,412,,,,Vortex Frame*,Hungry Edge*,Balanced Guard*,Relentless Strikes*,Chain Reaction*,Kill Tracker,Unsated Hunger*,Empty Memento Socket*,,,,,,,
BxR-55 Battler,2708806099,"""6917529929421853547""",,Legendary,Pulse Rifle,30th,Energy,Solar,1800,,Reload Speed,10,Vault,true,false,4,15,,100,85,23,55,20,0,0,69,450,73,35,81,0,0,0,0,0,0,0,0,0,10,true,19,948,,,,Legacy PR-55 Frame*,Arrowhead Brake*,Ricochet Rounds*,Demolitionist*,Incandescent*,Hot Swap*,Kill Tracker,Empty Memento Socket*,,,,,,,
Retraced Path,548958835,"""6917529929421859099""",,Legendary,Trace Rifle,30th,Energy,Solar,1810,,Range,10,Vault,true,false,4,15,,100,100,6,74,16,0,0,77,1000,47,100,58,0,0,0,0,0,0,0,0,0,10,true,21,714,,Gambit,,Adaptive Frame*,Arrowhead Brake*,Enhanced Battery*,Subsistence*,Incandescent*,Hot Swap*,Kill Tracker,Empty Memento Socket*,,,,,,,
Bug-Out Bag,2832639510,"""6917529929430785935""",,Legendary,Submachine Gun,seasonpass,Energy,Solar,1800,,Stability,1,Vault,true,false,6,21,,100,46,20,38,13,0,0,40,900,47,35,57,0,0,0,0,0,0,0,0,0,12,false,0,101,,,,Adaptive Frame*,Arrowhead Brake*,Smallbore,Appended Mag*,Light Mag,Subsistence*,Incandescent*,Kill Tracker,Disaster Plan*,Major Spec*,Tier 1: Stability*,,,,
Perpetualis,392008588,"""6917529929430791964""",,Legendary,Auto Rifle,seasonpass,KineticSlot,Strand,1810,,Range,10,Vault,false,false,6,20,,83,67,21,63,16,0,0,42,600,60,41,79,0,0,0,0,0,0,0,0,0,19,true,23,756,,Gambit,,Adaptive Frame*,Arrowhead Brake*,Accurized Rounds*,Zen Moment*,Hatchling*,Noble Deeds*,Kill Tracker,Empty Memento Socket*,,,,,,,
Dead Man's Tale,2188764214,"""6917529931236294490""",,Exotic,Scout Rifle,dungeon,KineticSlot,Kinetic,1810,,,10,Vault,false,false,4,13,,89,60,100,75,18,0,0,45,120,50,14,55,0,0,0,0,0,0,0,0,0,17,true,10,426,tex-mechanica,,,Cranial Spike*,Corkscrew Rifling*,Accurized Rounds*,Outlaw*,Hand-Laid Stock*,Kill Tracker,Dark-Forged Trigger*,,,,,,,,
Geodetic HSm,3637669759,"""6917529931236299128""",,Legendary,Sword,legendaryengram,Power,Void,1800,,Impact,10,Vault,true,false,6,22,,0,0,70,0,0,0,0,0,0,0,56,0,0,0,0,57,10,0,40,40,0,0,false,0,258,,Beta,,Adaptive Frame*,Hungry Edge,Jagged Edge*,Tempered Edge,Burst Guard,Swordmaster's Guard*,Repulsor Brace*,Destabilizing Rounds*,Nadir Focus*,Kill Tracker,Minor Spec*,Masterworked: Impact*,Bergusian Night*,,
Harsh Language,1606497639,"""6917529931260569086""",,Legendary,Grenade Launcher,legendaryengram,Energy,Void,1800,,Handling,3,Vault,true,false,6,20,,100,71,0,0,13,100,83,30,72,75,1,79,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Wave Frame*,Countermass*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Stats for All*,Destabilizing Rounds*,Field-Tested*,Kill Tracker,Tier 3: Handling*,,,,,
Imperial Decree,318443586,"""6917529931279582912""",,Legendary,Shotgun,legendaryengram,KineticSlot,Kinetic,1800,,Range,10,Titan(1821),true,false,6,20,,80,35,80,64,12,0,0,31,55,36,4,33,0,0,0,0,0,0,0,0,0,20,true,22,7,,,,Aggressive Frame*,Smoothbore*,Accurized Rounds*,Slideshot*,Opening Shot*,To Excess*,Crucible Tracker,Empty Memento Socket*,Icarus Grip*,,,,,,
Defiance of Yasmin,3228096719,"""6917529931298074263""",,Legendary,Sniper Rifle,kingsfall,KineticSlot,Kinetic,1600,,Reload Speed,10,Vault,true,false,5,18,,62,68,70,64,40,0,0,51,90,52,4,61,0,0,0,0,0,0,0,0,0,4,true,17,675,,,,Adaptive Frame*,Fluted Barrel*,Accurized Rounds*,Snapshot Sights*,Opening Shot*,Runneth Over*,Kill Tracker,Empty Memento Socket*,,,,,,,
Pardon Our Dust,3849810018,"""6917529931298080402""",,Legendary,Grenade Launcher,30th,KineticSlot,Kinetic,1800,,Handling,10,Vault,true,false,4,15,,77,75,0,0,13,0,83,28,90,69,1,93,0,0,0,0,0,0,0,0,0,2,true,17,573,,,,Lightweight Frame*,Quick Launch*,Disorienting Grenades*,Auto-Loading Holster*,Vorpal Weapon*,Hot Swap*,Kill Tracker,Empty Memento Socket*,,,,,,,
Thoughtless,4067556514,"""6917529931303804145""",,Legendary,Sniper Rifle,psiops,KineticSlot,Stasis,1600,,Handling,10,Vault,true,false,5,16,,79,67,70,51,46,0,0,54,90,44,7,70,0,0,0,0,0,0,0,0,0,2,true,16,367,,,,Adaptive Frame*,Fluted Barrel*,Appended Mag*,Overflow*,Firing Line*,Land Tank*,Kill Tracker,Empty Memento Socket*,Backup Mag*,,,,,,
Volta Bracket,3920310144,"""6917529931303810478""",,Legendary,Sniper Rifle,campaign,KineticSlot,Strand,1800,,Range,10,Vault,false,false,6,20,,100,43,90,92,50,0,0,25,72,30,3,36,0,0,0,0,0,0,0,0,0,3,true,23,739,,Beta,,Aggressive Frame*,Arrowhead Brake*,Accurized Rounds*,Triple Tap*,Explosive Payload*,Nanotech Tracer Rockets*,Kill Tracker,Empty Memento Socket*,,,,,,,
No Reprieve,2531963421,"""6917529931303810718""",,Legendary,Shotgun,plunder,KineticSlot,Stasis,1600,,Stability,10,Vault,true,false,5,18,,56,38,70,72,12,0,0,68,70,46,6,55,0,0,0,0,0,0,0,0,0,2,true,17,964,,,,Pinpoint Slug Frame*,Extended Barrel*,Assault Mag*,Outlaw*,Headstone*,Right Hook*,Kill Tracker,Empty Memento Socket*,,,,,,,
Pointed Inquiry,297296830,"""6917529931317172779""",,Legendary,Scout Rifle,throneworld,Energy,Void,1800,,Handling,10,Vault,true,false,5,16,,100,28,67,73,21,0,0,22,150,32,13,45,0,0,0,0,0,0,0,0,0,14,true,16,462,,,,High-Impact Frame*,Arrowhead Brake*,Armor-Piercing Rounds*,Genesis*,Adaptive Munitions*,Psychohack*,Kill Tracker,Empty Memento Socket*,,,,,,,
Regnant,268260372,"""6917529931338836188""",,Legendary,Grenade Launcher,seasonpass,Power,Void,1800,,Handling,10,Vault,true,false,6,20,,74,61,0,0,13,65,23,47,120,39,6,45,0,0,0,0,0,0,0,0,0,14,true,17,415,,,,Adaptive Frame*,Volatile Launch*,Spike Grenades*,Auto-Loading Holster*,Explosive Light*,Noble Deeds*,Kill Tracker,Empty Memento Socket*,,,,,,,
Father's Sins,3865728990,"""6917529931345957526""",,Legendary,Sniper Rifle,wellspring,Energy,Void,1600,,Stability,10,Vault,true,false,5,16,,53,73,55,41,35,0,0,46,140,55,5,81,0,0,0,0,0,0,0,0,0,1,true,16,729,,,,Rapid-Fire Frame*,Fluted Barrel*,Accurized Rounds*,Under Pressure*,Opening Shot*,Psychohack*,Kill Tracker,Empty Memento Socket*,,,,,,,
Under Your Skin,232928045,"""6917529931353140050""",,Legendary,Combat Bow,psiops,Energy,Void,1600,,Stability,10,Vault,true,false,5,16,,75,70,76,0,18,0,0,57,0,50,0,70,0,612,64,0,0,0,0,0,0,15,true,16,931,,,,Precision Frame*,Elastic String*,Compact Arrow Shaft*,Archer's Tempo*,Explosive Head*,Land Tank*,Kill Tracker,Empty Memento Socket*,,,,,,,
Judgment of Kelgorath,2978226043,"""6917529931360362538""",,Legendary,Glaive,seasonpass,Energy,Solar,1793,,Shield Duration,10,Vault,true,false,5,19,,0,70,95,91,0,0,0,0,45,45,3,28,0,0,0,0,0,0,0,0,25,13,true,16,909,hakke,,,Aggressive Glaive*,Ballistic Tuning*,Light Mag*,Overflow*,Close to Melee*,Ambush*,Hakke Breach Armaments,Kill Tracker,Empty Memento Socket*,,,,,,
The Eremite,3347946548,"""6917529932587039625""",,Legendary,Fusion Rifle,seasonpass,Energy,Solar,1800,,,,Hunter(1772),true,false,6,22,,85,59,90,61,15,0,0,22,0,22,5,16,960,0,0,0,0,0,0,0,0,8,true,14,383,,,,High-Impact Frame*,Extended Barrel*,Accelerated Coils*,Compulsive Reloader*,High Ground*,Head Rush*,Kill Tracker,Empty Memento Socket*,,,,,,,
Dead Messenger,46125926,"""6917529933638195497""",,Exotic,Grenade Launcher,throneworld,Energy,Void,1810,,,10,Vault,false,false,5,16,,100,78,0,0,13,100,83,47,72,60,1,50,0,0,0,0,0,0,0,0,0,6,true,13,725,,Trials,,Trinary Vision*,Countermass*,High-Velocity Rounds*,The Fundamentals*,Hand-Laid Stock*,Empty Traits Socket*,Kill Tracker,,,,,,,,
Techeun Force,3591141932,"""6917529934222128512""",,Legendary,Fusion Rifle,lastwish,Energy,Arc,1800,,Stability,4,Vault,true,false,6,21,,60,44,70,39,15,0,0,48,0,34,7,42,660,0,0,0,0,0,0,0,0,4,false,0,0,,,,Adaptive Frame*,Fluted Barrel*,Hammer-Forged Rifling,Enhanced Battery*,Ionized Battery,Rewind Rounds*,Collective Action*,Explosive Pact*,Kill Tracker,Tier 4: Stability*,,,,,
Point of the Stag,888872889,"""6917529936457250897""",,Legendary,Combat Bow,ironbanner,Energy,Arc,1800,,Accuracy,4,Vault,true,false,6,22,,77,72,76,0,18,0,0,35,0,40,0,61,0,612,77,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Elastic String*,High Tension String,Fiberglass Arrow Shaft*,Straight Fletching,Archer's Tempo*,Precision Instrument*,Skulking Wolf*,Wild Card,Kill Tracker,Tier 4: Target Acquisition*,,,,
Malediction,3337727085,"""6917529936850530613""",,Legendary,Hand Cannon,crucible,KineticSlot,Kinetic,1809,,Stability,10,Vault,true,false,6,22,,94,65,92,61,14,0,0,49,120,43,9,47,0,0,0,0,0,0,0,0,0,20,false,0,20,,,,Aggressive Frame*,Fluted Barrel*,Flared Magwell*,Discord,Enlightened Action*,Harmony,Explosive Payload*,Kill Tracker,Wild Card,Vanguard's Vindication*,One Quiet Moment,Gun and Run,Masterworked: Stability*,,
Insidious,3428521585,"""6917529937316913103""",,Legendary,Pulse Rifle,vowofthedisciple,Energy,Arc,1800,,Reload Speed,2,Titan(1821),false,false,5,16,,88,44,35,84,18,0,0,70,450,36,40,22,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,Aggressive Burst*,Chambered Compensator*,Smallbore,Accurized Rounds*,Tactical Mag,Stats for All*,One for All*,Souldrinker*,Kill Tracker,Tier 2: Reload Speed*,,,,,
Mykel's Reverence,231031173,"""6917529937335607527""",,Legendary,Sidearm,nightmare,KineticSlot,Strand,1773,,Handling,1,Vault,false,false,6,20,,100,61,35,38,12,0,0,67,450,47,18,64,0,0,0,0,0,0,0,0,0,25,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Full Bore,Armor-Piercing Rounds*,High-Caliber Rounds,Rewind Rounds*,Hatchling*,Harmonic Resonance*,Kill Tracker,Tier 1: Handling*,,,,,
Eleatic Principle,105306149,"""6917529961270949472""",,Legendary,Machine Gun,seasonpass,Power,Arc,1800,,,,Vault,false,false,6,22,,70,67,25,36,16,0,0,34,900,64,89,40,0,0,0,0,0,0,0,0,0,19,true,5,109,,,,Rapid-Fire Frame*,Extended Barrel*,Appended Mag*,Zen Moment*,Tap the Trigger*,Head Rush*,Kill Tracker,Empty Memento Socket*,,,,,,,
Kept Confidence,1875512595,"""6917529961270951184""",,Legendary,Hand Cannon,seasonpass,KineticSlot,Strand,1800,,,,Hunter(1772),true,false,6,22,,100,76,84,56,14,0,0,56,140,40,10,35,0,0,0,0,0,0,0,0,0,19,true,16,553,,,,Adaptive Frame*,Extended Barrel*,Alloy Magazine*,Invisible Hand*,Thresh*,Head Rush*,Kill Tracker,Empty Memento Socket*,,,,,,,
Brya's Love,2779821308,"""6917529961275517196""",,Legendary,Scout Rifle,seasonpass,Energy,Void,1800,,,,Warlock(1823),false,false,6,22,,88,64,62,53,20,0,0,55,180,40,16,37,0,0,0,0,0,0,0,0,0,22,true,11,836,,Epsilon,,Precision Frame*,Extended Barrel*,Steady Rounds*,Loose Change*,Explosive Payload*,Head Rush*,Kill Tracker,Empty Memento Socket*,,,,,,,
Semiotician,2922749929,"""6917529961275518666""",,Legendary,Rocket Launcher,seasonpass,Power,Strand,1800,,,,Warlock(1823),false,false,6,22,,90,72,0,0,20,90,54,66,15,48,1,79,0,0,0,0,0,0,0,0,0,6,true,18,212,,"Epsilon, Beta",,High-Impact Frame*,Countermass*,High-Velocity Rounds*,Field Prep*,Frenzy*,Head Rush*,Kill Tracker,Empty Memento Socket*,,,,,,,
A Distant Pull,1769847435,"""6917529961275519517""",,Legendary,Sniper Rifle,sonar,KineticSlot,Stasis,1800,,,,Vault,false,false,6,21,,68,72,55,40,35,0,0,35,140,56,5,55,0,0,0,0,0,0,0,0,0,3,true,1,1,,,,Rapid-Fire Frame*,Extended Barrel*,Alloy Magazine*,Ensemble*,Headstone*,Kill Tracker,Unsated Hunger*,Empty Memento Socket*,,,,,,,
Dragon's Breath,17096506,"""6917529961285133932""",,Exotic,Rocket Launcher,seasonpass,Power,Solar,1810,,,,Hunter(1772),true,false,6,23,,55,70,0,0,20,100,67,27,15,37,1,92,0,0,0,0,0,0,0,0,0,10,false,0,397,,Gambit,,Composite Propellant*,Volatile Launch*,Black Powder*,High Octane*,Short-Action Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,
Wish-Keeper,2910326942,"""6917529971925967293""",,Exotic,Combat Bow,rivenslair,KineticSlot,Strand,1810,,,10,Warlock(1823),false,false,6,23,,80,70,76,0,18,0,0,72,0,40,0,59,0,684,67,0,0,0,0,0,0,14,true,10,667,,"Gamma, Alpha, Beta",,Snareweaver*,Agile Bowstring*,Carbon Arrow Shaft*,Silkbound Slayer*,Heavy Grip*,Kill Tracker,,,,,,,,,
Fang of Ir Yût,1432682459,"""6917529980701881369""",,Legendary,Scout Rifle,crotasend,KineticSlot,Strand,1810,,Handling,1,Vault,false,false,6,22,,49,64,45,37,20,0,0,49,260,35,20,32,0,0,0,0,0,0,0,0,0,17,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Appended Mag*,Flared Magwell,Rewind Rounds*,Hatchling*,Cursed Thrall*,Kill Tracker,Tier 1: Handling*,,,,,
Oversoul Edict,1098171824,"""6917529980726063520""",,Legendary,Pulse Rifle,crotasend,Energy,Arc,1800,,Reload Speed,1,Vault,true,false,6,22,,49,81,23,27,17,0,0,52,540,15,45,37,0,0,0,0,0,0,0,0,0,32,false,0,0,,,,Rapid-Fire Frame*,Fluted Barrel*,Hammer-Forged Rifling,Extended Mag*,Armor-Piercing Rounds,Keep Away*,Sword Logic*,Cursed Thrall*,Kill Tracker,Tier 1: Reload Speed*,,,,,
Nox Perennial V,2767393525,"""6917529987466410015""",,Legendary,Fusion Rifle,legendaryengram,KineticSlot,Strand,1800,,"Charge Time, Impact",1,Vault,true,false,6,22,,95,59,90,45,15,0,0,24,0,16,5,28,956,0,0,0,0,0,0,0,0,6,false,0,0,,,,High-Impact Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Accelerated Coils*,Enhanced Battery,Threat Detector*,Hatchling*,Wild Card*,Kill Tracker,Tier 1: Charge Time*,,,,,
Hullabaloo,657927352,"""6917529988832099893""",,Legendary,Grenade Launcher,events,Power,Arc,1800,,Handling,10,Vault,true,false,6,23,Guardian Games,80,61,0,0,13,45,53,28,120,49,6,51,0,0,0,0,0,0,0,0,0,11,false,0,0,,,,Compressed Wave Frame*,Hard Launch*,Quick Launch,High-Velocity Rounds*,Implosion Rounds,Voltshot*,Golden Tricorn*,Classy Contender*,Kill Tracker,Masterworked: Handling*,,,,,
Pre Astyanax IV,192784503,"""6917529988852296327""",,Legendary,Combat Bow,nightfall,Energy,Solar,1810,,Reload Speed,5,Vault,false,false,6,22,,69,69,76,0,18,0,0,60,0,45,0,50,0,684,70,0,0,0,0,0,0,17,false,0,0,,,,Precision Frame*,Tactile String*,High Tension String,Carbon Arrow Shaft*,Fiberglass Arrow Shaft,Perpetual Motion*,Incandescent*,Stunning Recovery*,Vanguard's Vindication,Wild Card,Kill Tracker,Tier 5: Reload Speed*,,,
The Title,655712834,"""6917529988938165464""",,Legendary,Submachine Gun,events,Energy,Void,1800,,Reload Speed,4,Vault,true,false,6,23,Guardian Games,85,32,22,50,15,0,0,25,720,42,28,48,0,0,0,0,0,0,0,0,0,21,false,0,0,hakke,,,Aggressive Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Flared Magwell*,Light Mag,Repulsor Brace*,Destabilizing Rounds*,Classy Contender*,Hakke Breach Armaments,Kill Tracker,Tier 4: Reload Speed*,,,,
Cataphract GL3,2738601016,"""6917529988960528071""",,Legendary,Grenade Launcher,trials,Power,Strand,1800,,Handling,4,Vault,false,false,6,22,,99,63,0,0,13,30,40,54,120,47,6,61,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Adaptive Frame*,Countermass*,Quick Launch,Proximity Grenades*,Augmented Drum,Enlightened Action*,Explosive Light*,Alacrity*,One Quiet Moment,Omolon Fluid Dynamics,Kill Tracker,Tier 4: Handling*,,,
Hullabaloo,657927352,"""6917529988975208568""",,Legendary,Grenade Launcher,events,Power,Arc,1800,,Blast Radius,1,Vault,true,false,6,23,Guardian Games,80,61,0,0,13,61,28,53,120,49,6,41,0,0,0,0,0,0,0,0,0,11,false,0,0,,,,Compressed Wave Frame*,Confined Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Voltshot*,One for All*,Classy Contender*,Kill Tracker,Tier 1: Blast Radius*,,,,,
Hullabaloo,657927352,"""6917529989194825966""",,Legendary,Grenade Launcher,events,Power,Arc,1775,,Range,1,Hunter(1772),false,false,6,23,Guardian Games,80,61,0,0,13,65,33,38,120,49,6,36,0,0,0,0,0,0,0,0,0,11,false,0,0,,,,Compressed Wave Frame*,Volatile Launch*,High-Velocity Rounds*,Envious Assassin*,Cascade Point*,Classy Contender*,Kill Tracker,Tier 1: Range*,,,,,,,
Hullabaloo,657927352,"""6917529990276805723""",,Legendary,Grenade Launcher,events,Power,Arc,1800,,Range,1,Titan(1821),false,false,6,23,Guardian Games,80,61,0,0,13,65,33,38,120,49,6,36,0,0,0,0,0,0,0,0,0,11,false,0,0,,,,Compressed Wave Frame*,Volatile Launch*,High-Velocity Rounds*,Envious Assassin*,Cascade Point*,Classy Contender*,Kill Tracker,Tier 1: Range*,,,,,,,
Hullabaloo,657927352,"""6917529990292918064""",,Legendary,Grenade Launcher,events,Power,Arc,1800,,Range,10,Vault,true,false,6,23,Guardian Games,80,61,0,0,13,60,28,53,120,49,6,41,0,0,0,0,0,0,0,0,0,11,false,0,0,,,,Compressed Wave Frame*,Confined Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Voltshot*,Collective Action*,Classy Contender*,Kill Tracker,Masterworked: Range*,,,,,
Taraxippos,3007479950,"""6917529990294335202""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Range,5,Vault,false,false,6,23,Guardian Games,54,75,60,45,19,0,0,42,200,39,18,69,0,0,0,0,0,0,0,0,0,23,false,0,0,omolon,,,Lightweight Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Extended Mag*,Alloy Magazine,Enlightened Action*,Hatchling*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker,Tier 5: Range*,,,,
Vouchsafe,355922321,"""6917529990295853429""",,Legendary,Scout Rifle,dreaming,Energy,Void,1800,,Reload Speed,2,Vault,false,false,6,23,,47,73,60,43,20,0,0,37,200,57,16,78,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Lightweight Frame*,Fluted Barrel*,Smallbore,Accurized Rounds*,Flared Magwell,Fourth Time's the Charm*,Destabilizing Rounds*,Advanced Reflexes*,Kill Tracker,Tier 2: Reload Speed*,,,,,
The Title,655712834,"""6917529990295855314""",,Legendary,Submachine Gun,events,Energy,Void,1800,,Reload Speed,1,Vault,false,false,6,23,Guardian Games,95,32,22,50,15,0,0,20,720,4,34,38,0,0,0,0,0,0,0,0,0,31,false,0,0,hakke,,,Aggressive Frame*,Extended Barrel*,Full Bore,Extended Mag*,Light Mag,Repulsor Brace*,Deconstruct*,Classy Contender*,Hakke Breach Armaments,Kill Tracker,Backup Mag*,Tier 1: Reload Speed*,,,
